title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
SaPaVe: Towards Active Perception and Manipulation in Vision-Language Action Models for Robotics,"Liu, Mengzhen, Zhou, Enshen, Chi, Cheng, Han, Yi, Rong, Shanyu, Chen, Liming, Wang, Pengwei, Wang, Zhongyuan, Zhang, Shanghang","M Liu, E Zhou, C Chi, Y Han, S Rong…",page-meta,SaPaVe: Towards Active Perception and Manipulation in Vision-Language Action Models for Robotics,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/CVPR2026/html/Liu_SaPaVe_Towards_Active_Perception_and_Manipulation_in_Vision-Language_Action_Models_CVPR_2026_paper.html,"Active perception and manipulation are crucial for robots to interact with complex scenes. Existing methods struggle to unify semantic-driven perception actively with robust, viewpoint …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=9833517074206170152&as_sdt=2005&sciodt=0,5&hl=en"
Mulsmo: Multimodal stylized motion generation by bidirectional control flow,"Li, Zhe, He, Yisheng, Zhong, Lei, Shen, Weichao, Zuo, Qi, Qiu, Lingteng, Dong, Zilong, Yang, Laurence Tianruo, Yuan, Weihao","Z Li, Y He, L Zhong, W Shen, Q Zuo, L Qiu…",page-meta,MulSMo: Multimodal Stylized Motion Generation by Bidirectional Control Flow,1.000,2024,"arXiv preprint arXiv …, 2024",https://arxiv.org/abs/2412.09901,Generating motion sequences conforming to a target style while adhering to the given content prompts requires accommodating both the content and style. In existing methods …,Cited by 19,"https://www.gupiaoq.com/scholar?cites=16498453531954209182&as_sdt=2005&sciodt=0,5&hl=en"
Absolute coordinates make motion generation easy,"Meng, Zichong, Han, Zeyu, Peng, Xiaogang, Xie, Yiming, Jiang, Huaizu","Z Meng, Z Han, X Peng, Y Xie, H Jiang",page-meta,Absolute Coordinates Make Motion Generation Easy,1.000,2025,"arXiv preprint arXiv:2505.19377, 2025",https://arxiv.org/abs/2505.19377,"State-of-the-art text-to-motion generation models rely on the kinematic-aware, local-relative motion representation popularized by HumanML3D, which encodes motion relative to the …",Cited by 21,"https://www.gupiaoq.com/scholar?cites=6488760396499780214&as_sdt=2005&sciodt=0,5&hl=en"
From language to locomotion: Retargeting-free humanoid control via motion latent guidance,"Li, Zhe, Chi, Cheng, Wei, Yangyang, Zhu, Boan, Peng, Yibo, Huang, Tao, Wang, Pengwei, Wang, Zhongyuan, Zhang, Shanghang, Xu, Chang","Z Li, C Chi, Y Wei, B Zhu, Y Peng, T Huang…",page-meta,From Language to Locomotion: Retargeting-free Humanoid Control via Motion Latent Guidance,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2510.14952,"Natural language offers a natural interface for humanoid robots, but existing language-guided humanoid locomotion pipelines remain cumbersome and untrustworthy. They …",Cited by 24,"https://www.gupiaoq.com/scholar?cites=10167953265668459452&as_sdt=2005&sciodt=0,5&hl=en"
Robomirror: Understand before you imitate for video to humanoid locomotion,"Li, Zhe, Chi, Cheng, Zhu, Boan, Wei, Yangyang, Bai, Shuanghao, Ji, Yuheng, Peng, Yibo, Huang, Tao, Wang, Pengwei, Wang, Zhongyuan, Chan, S. -H. Gary, Xu, Chang, Zhang, Shanghang","Z Li, C Chi, B Zhu, Y Wei, S Bai, Y Ji, Y Peng…",page-meta,RoboMirror: Understand Before You Imitate for Video to Humanoid Locomotion,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2512.23649,"Humans learn locomotion through visual observation, interpreting visual content first before imitating actions. However, state-of-the-art humanoid locomotion systems rely on either …",Cited by 8,"https://www.gupiaoq.com/scholar?cites=6537842260917665638&as_sdt=2005&sciodt=0,5&hl=en"
Motiongpt3: Human motion as a second modality,"Zhu, Bingfan, Jiang, Biao, Wang, Sunyi, Tang, Shixiang, Chen, Tao, Luo, Linjie, Zheng, Youyi, Chen, Xin","B Zhu, B Jiang, S Wang, S Tang, T Chen, L Luo…",page-meta,MotionGPT3: Human Motion as a Second Modality,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2506.24086,"With the rapid progress of large language models (LLMs), multimodal frameworks that unify understanding and generation have become promising, yet they face increasing complexity …",Cited by 27,"https://www.gupiaoq.com/scholar?cites=16827455819905171826&as_sdt=2005&sciodt=0,5&hl=en"
"Roboos-next: A unified memory-based framework for lifelong, scalable, and robust multi-robot collaboration","Tan, Huajie, Chi, Cheng, Chen, Xiansheng, Ji, Yuheng, Zhao, Zhongxia, Hao, Xiaoshuai, Lyu, Yaoxu, Cao, Mingyu, Zhao, Junkai, Lyu, Huaihai, Zhou, Enshen, Chen, Ning, Fu, Yankai, Peng, Cheng, Guo, Wei, Liang, Dong, Chen, Zhuo, Lyu, Mengsi, He, Chenrui, Ao, Yulong, Lin, Yonghua, Wang, Pengwei, Wang, Zhongyuan, Zhang, Shanghang","H Tan, C Chi, X Chen, Y Ji, Z Zhao, X Hao…",page-meta,"RoboOS-NeXT: A Unified Memory-based Framework for Lifelong, Scalable, and Robust Multi-Robot Collaboration",1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2510.26536,"The proliferation of collaborative robots across diverse tasks and embodiments presents a central challenge: achieving lifelong adaptability, scalable coordination, and robust …",Cited by 12,"https://www.gupiaoq.com/scholar?cites=2034521563526301967&as_sdt=2005&sciodt=0,5&hl=en"
Mathsticks: A benchmark for visual symbolic compositional reasoning with matchstick puzzles,"Ji, Yuheng, Tan, Huajie, Chi, Cheng, Xu, Yijie, Zhao, Yuting, Zhou, Enshen, Lyu, Huaihai, Wang, Pengwei, Wang, Zhongyuan, Zhang, Shanghang, Zheng, Xiaolong","Y Ji, H Tan, C Chi, Y Xu, Y Zhao, E Zhou, H Lyu…",page-meta,MathSticks: A Benchmark for Visual Symbolic Compositional Reasoning with Matchstick Puzzles,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2510.00483,"We introduce\textsc {MathSticks}, a benchmark for Visual Symbolic Compositional Reasoning (VSCR), which unifies visual perception, symbolic manipulation, and arithmetic …",Cited by 7,"https://www.gupiaoq.com/scholar?cites=13333215843492184901&as_sdt=2005&sciodt=0,5&hl=en"
Echomask: Speech-queried attention-based mask modeling for holistic co-speech motion generation,"Xiangyue Zhang, Jianfang Li, Jiaxu Zhang, Jianqiang Ren, Liefeng Bo, Zhigang Tu","X Zhang, J Li, J Zhang, J Ren, L Bo, Z Tu",crossref,EchoMask: Speech-Queried Attention-based Mask Modeling for Holistic Co-Speech Motion Generation,1.000,2025,"Proceedings of the 33rd ACM …, 2025",https://dl.acm.org/doi/abs/10.1145/3746027.3754847,"Masked modeling framework has shown promise in co-speech motion generation. However, it struggles to identify semantically significant frames for effective motion masking. In this …",Cited by 14,"https://www.gupiaoq.com/scholar?cites=5212699902577969681&as_sdt=2005&sciodt=0,5&hl=en"
Segmo: Segment-aligned text to 3d human motion generation,"Bowen Dang, Lin Wu, Xiaohang Yang, Zheng Yuan, Zhixiang Chen","B Dang, L Wu, X Yang, Z Yuan…",crossref,SegMo: Segment-aligned Text to 3D Human Motion Generation,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/WACV2026/html/Dang_SegMo_Segment-aligned_Text_to_3D_Human_Motion_Generation_WACV_2026_paper.html,"Generating 3D human motions from textual descriptions is an important research problem with broad applications in video games, virtual reality, and augmented reality. Recent …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=2646507273173277081&as_sdt=2005&sciodt=0,5&hl=en"
Action-Sketcher: From Reasoning to Action via Visual Sketches for Robotic Manipulation,"Tan, Huajie, Co, Peterson, Xu, Yijie, Rong, Shanyu, Ji, Yuheng, Chi, Cheng, Chen, Xiansheng, Zhao, Zhongxia, Wang, Pengwei, Wang, Zhongyuan, Zhang, Shanghang","H Tan, P Co, Y Xu, S Rong, Y Ji, C Chi…",page-meta,Action-Sketcher: From Reasoning to Action via Visual Sketches for Robotic Manipulation,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/CVPR2026/html/Tan_Action-Sketcher_From_Reasoning_to_Action_via_Visual_Sketches_for_Robotic_CVPR_2026_paper.html,"Long-horizon robotic manipulation is increasingly important for real-world deployment, requiring spatial disambiguation in complex layouts and temporal resilience under dynamic …",,
Sgar: Structural generative augmentation for 3d human motion retrieval,"Zhang, Jiahang, Lin, Lilang, Yang, Shuai, Liu, Jiaying","J Zhang, L Lin, S Yang, J Liu",page-meta,SGAR: Structural Generative Augmentation for 3D Human Motion Retrieval,1.000,2026,"Advances in Neural …, 2026",https://proceedings.neurips.cc/paper_files/paper/2025/hash/99e6344e5db70177724367b3e55a88c2-Abstract-Conference.html,"Abstract 3D human motion-text retrieval is essential for accurate motion understanding, targeted at cross-modal alignment learning. Existing methods typically align the global …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=13450613084532083305&as_sdt=2005&sciodt=0,5&hl=en"
U-Mind: A Unified Framework for Real-Time Multimodal Interaction with Audiovisual Generation,"Deng, Xiang, Gao, Feng, Zhang, Yong, Pang, Youxin, Xiaoming, Xu, Kang, Zhuoliang, Wei, Xiaoming, Liu, Yebin","X Deng, F Gao, Y Zhang, Y Pang…",page-meta,U-Mind: A Unified Framework for Real-Time Multimodal Interaction with Audiovisual Generation,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/CVPR2026/html/Deng_U-Mind_A_Unified_Framework_for_Real-Time_Multimodal_Interaction_with_Audiovisual_CVPR_2026_paper.html,"Full-stack multimodal interaction in real-time is a central goal in building intelligent embodied agents capable of natural, dynamic communication. However, existing systems …",,
Smoogpt: Stylized motion generation using large language models,"Zhong, Lei, Yang, Yi, Li, Changjian","L Zhong, Y Yang, C Li",page-meta,SMooGPT: Stylized Motion Generation using Large Language Models,1.000,2025,"arXiv preprint arXiv:2509.04058, 2025",https://arxiv.org/abs/2509.04058,"Stylized motion generation is actively studied in computer graphics, especially benefiting from the rapid advances in diffusion models. The goal of this task is to produce a novel …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=12303888344908940263&as_sdt=2005&sciodt=0,5&hl=en"
Easytune: Efficient step-aware fine-tuning for diffusion-based motion generation,"Tan, Xiaofeng, Weng, Wanjiang, Lei, Haodong, Wang, Hongsong","X Tan, W Weng, H Lei, H Wang",page-meta,EasyTune: Efficient Step-Aware Fine-Tuning for Diffusion-Based Motion Generation,1.000,2026,"arXiv preprint arXiv:2602.07967, 2026",https://arxiv.org/abs/2602.07967,"In recent years, motion generative models have undergone significant advancement, yet pose challenges in aligning with downstream objectives. Recent studies have shown that …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=2687853385116801092&as_sdt=2005&sciodt=0,5&hl=en"
FilterRAG: zero-shot informed retrieval-augmented generation to mitigate hallucinations in VQA,"Sarwar, Nobin",N Sarwar,page-meta,FilterRAG: Zero-Shot Informed Retrieval-Augmented Generation to Mitigate Hallucinations in VQA,1.000,2025,"arXiv preprint arXiv:2502.18536, 2025",https://arxiv.org/abs/2502.18536,"Visual Question Answering requires models to generate accurate answers by integrating visual and textual understanding. However, VQA models still struggle with hallucinations …",Cited by 9,"https://www.gupiaoq.com/scholar?cites=10224182168648794755&as_sdt=2005&sciodt=0,5&hl=en"
Motion generation: A survey of generative approaches and benchmarks,"Khani, Aliasghar, Rampini, Arianna, Roy, Bruno, Nadela, Larasika, Kaplan, Noa, Atherton, Evan, Cheung, Derek, Bibliowicz, Jacky","A Khani, A Rampini, B Roy, L Nadela, N Kaplan…",page-meta,Motion Generation: A Survey of Generative Approaches and Benchmarks,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2507.05419,"Motion generation, the task of synthesizing realistic motion sequences from various conditioning inputs, has become a central problem in computer vision, computer graphics …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=2394778378797533290&as_sdt=2005&sciodt=0,5&hl=en"
Bridging semantic and kinematic conditions with diffusion-based discrete motion tokenizer,"Chenyang Gu, Mingyuan Zhang, Haozhe Xie, Zhongang Cai, Lei Yang, Ziwei Liu","C Gu, M Zhang, H Xie, Z Cai, L Yang, Z Liu",openalex,Bridging Semantic and Kinematic Conditions with Diffusion-based Discrete Motion Tokenizer,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2603.19227,"Prior motion generation largely follows two paradigms: continuous diffusion models that excel at kinematic control, and discrete token-based generators that are effective for …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=11410137597255611002&as_sdt=2005&sciodt=0,5&hl=en"
LaMoGen: Language to Motion Generation Through LLM-Guided Symbolic Inference,"Jiang, Junkun, Au, Ho Yin, Xiang, Jingyu, Chen, Jie","J Jiang, HY Au, J Xiang, J Chen",page-meta,LaMoGen: Language to Motion Generation Through LLM-Guided Symbolic Inference,1.000,2026,"Proceedings of the IEEE …, 2026",https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_LaMoGen_Language_to_Motion_Generation_Through_LLM-Guided_Symbolic_Inference_CVPR_2026_paper.html,"Human motion is highly expressive and naturally aligned with language, yet prevailing methods relying heavily on joint text-motion embeddings struggle to synthesize temporally …",,
WaMo: Wavelet-Enhanced Multi-Frequency Trajectory Analysis for Fine-Grained Text-Motion Retrieval,"Ren, Junlong, Zhang, Gangjian, Fu, Honghao, Wu, Pengcheng, Wang, Hao","J Ren, G Zhang, H Fu, P Wu, H Wang",page-meta,WaMo: Wavelet-Enhanced Multi-Frequency Trajectory Analysis for Fine-Grained Text-Motion Retrieval,1.000,2025,"arXiv preprint arXiv:2508.03343, 2025",https://arxiv.org/abs/2508.03343,"Text-Motion Retrieval (TMR) aims to retrieve 3D motion sequences semantically relevant to text descriptions. However, matching 3D motions with text remains highly challenging …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=8714286931055305836&as_sdt=2005&sciodt=0,5&hl=en"
ParTY: Part-Guidance for Expressive Text-to-Motion Synthesis,"KunHo Heo, SuYeon Kim, Yonghyun Gwon, Youngbin Kim, MyeongAh Cho","KH Heo, SY Kim, Y Gwon, Y Kim…",openalex,ParTY: Part-Guidance for Expressive Text-to-Motion Synthesis,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/CVPR2026/html/Heo_ParTY_Part-Guidance_for_Expressive_Text-to-Motion_Synthesis_CVPR_2026_paper.html,Text-to-motion synthesis aims to generate natural and expressive human motions from textual descriptions. While existing approaches primarily focus on generating holistic …,,
Not all frames are equal: Complexity-aware masked motion generation via motion spectral descriptors,"Pengfei Zhou, Xiangyue Zhang, Xukun Shen, Yong Hu","P Zhou, X Zhang, X Shen, Y Hu",openalex,Not All Frames Are Equal: Complexity-Aware Masked Motion Generation via Motion Spectral Descriptors,1.000,2026,"arXiv preprint arXiv:2603.29655, 2026",https://arxiv.org/abs/2603.29655,"Masked generative models have become a strong paradigm for text-to-motion synthesis, but they still treat motion frames too uniformly during masking, attention, and decoding. This is a …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=8017041244178909901&as_sdt=2005&sciodt=0,5&hl=en"
Mojito: LLM-Aided Motion Instructor with Jitter-Reduced Inertial Tokens,"Shan, Ziwei, He, Yaoyu, Zhao, Chengfeng, Du, Jiashen, Zhang, Jingyan, Zhang, Qixuan, Yu, Jingyi, Xu, Lan","Z Shan, Y He, C Zhao, J Du, J Zhang, Q Zhang…",page-meta,Mojito: LLM-Aided Motion Instructor with Jitter-Reduced Inertial Tokens,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2502.16175,"Human bodily movements convey critical insights into action intentions and cognitive processes, yet existing multimodal systems primarily focused on understanding human …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=4075543445569573093&as_sdt=2005&sciodt=0,5&hl=en"
Unimogen: Universal motion generation,"Khani, Aliasghar, Rampini, Arianna, Atherton, Evan, Roy, Bruno","A Khani, A Rampini, E Atherton, B Roy",page-meta,UniMoGen: Universal Motion Generation,1.000,2025,"arXiv preprint arXiv:2505.21837, 2025",https://arxiv.org/abs/2505.21837,"Motion generation is a cornerstone of computer graphics, animation, gaming, and robotics, enabling the creation of realistic and varied character movements. A significant limitation of …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=188864535151858754&as_sdt=2005&sciodt=0,5&hl=en"
FingerCap: Fine-grained Finger-level Hand Motion Captioning,"Shen, Xin, Zhu, Rui, Shen, Lei, Wang, Xinyu, Zhang, Kaihao, Zhu, Tianqing, Wu, Shuchen, Miao, Chenxi, Li, Weikang, Li, Yang, Xia, Deguo, Huang, Jizhou, Yu, Xin","X Shen, R Zhu, L Shen, X Wang, K Zhang…",page-meta,FingerCap: Fine-grained Finger-level Hand Motion Captioning,1.000,2025,"arXiv preprint arXiv …, 2025",https://arxiv.org/abs/2511.16951,"Understanding fine-grained human hand motion is fundamental to visual perception, embodied intelligence, and multimodal communication. In this work, we propose Fine …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=1144421243498850981&as_sdt=2005&sciodt=0,5&hl=en"
UniMotion: A Unified Framework for Motion-Text-Vision Understanding and Generation,"Wang, Ziyi, Wang, Xinshun, Chen, Shuang, Cong, Yang, Liu, Mengyuan","Z Wang, X Wang, S Chen, Y Cong, M Liu",page-meta,UniMotion: A Unified Framework for Motion-Text-Vision Understanding and Generation,1.000,2026,"arXiv preprint arXiv:2603.22282, 2026",https://arxiv.org/abs/2603.22282,"We present UniMotion, to our knowledge the first unified framework for simultaneous understanding and generation of human motion, natural language, and RGB images within …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=17461319129996948429&as_sdt=2005&sciodt=0,5&hl=en"
Action-Sketcher: From Reasoning to Action via Visual Sketches for Long-Horizon Robotic Manipulation,"Tan, Huajie, Co, Peterson, Xu, Yijie, Rong, Shanyu, Ji, Yuheng, Chi, Cheng, Chen, Xiansheng, Zhang, Qiongyu, Zhao, Zhongxia, Wang, Pengwei, Wang, Zhongyuan, Zhang, Shanghang","H Tan, P Co, Y Xu, S Rong, Y Ji, C Chi, X Chen…",page-meta,Action-Sketcher: From Reasoning to Action via Visual Sketches for Long-Horizon Robotic Manipulation,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2601.01618,"Long-horizon robotic manipulation is increasingly important for real-world deployment, requiring spatial disambiguation in complex layouts and temporal resilience under dynamic …",,
Sequence-Event Semantic Consistent Learning for Text-to-Motion Retrieval,"Haoyu Shi, Huaiwen Zhang","H Shi, H Zhang",crossref,Sequence-Event Semantic Consistent Learning for Text-to-Motion Retrieval,1.000,2025,"Proceedings of the 33rd ACM International Conference …, 2025",https://dl.acm.org/doi/abs/10.1145/3746027.3755662,Text-to-Motion Retrieval (TMR) is a challenging task to retrieve relevant motion sequences with the natural language description. Existing TMR methods primarily utilize single …,Cited by 1,"https://www.gupiaoq.com/scholar?cites=13807209101597110230&as_sdt=2005&sciodt=0,5&hl=en"
GeoMotionGPT: Geometry-Aligned Motion Understanding with Large Language Models,"Ye, Zhankai, Li, Bofan, Jin, Yukai, Li, Shuoqiu, Wang, Wei, Zhang, Yanfu, Gao, Shangqian, Liu, Xin","Z Ye, B Li, Y Jin, S Li, W Wang, Y Zhang, S Gao…",page-meta,GeoMotionGPT: Geometry-Aligned Motion Understanding with Large Language Models,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2601.07632,Discrete motion tokenization has recently enabled Large Language Models (LLMs) to serve as versatile backbones for motion understanding and motion-language reasoning. However …,,
MotionRFT: Unified Reinforcement Fine-Tuning for Text-to-Motion Generation,"Tan, Xiaofeng, Weng, Wanjiang, Wang, Hongsong, Zhao, Fang, Geng, Xin, Wang, Liang","X Tan, W Weng, H Wang, F Zhao, X Geng…",page-meta,MotionRFT: Unified Reinforcement Fine-Tuning for Text-to-Motion Generation,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2603.27185,"Text-to-motion generation has advanced with diffusion-and flow-based generative models, yet supervised pretraining remains insufficient to align models with high-level objectives …",,
