title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
Boosting Self-Supervised Tracking with Contextual Prompts and Noise Learning,"Zheng, Yaozong, Liang, Qihua, Zhong, Bineng, Zeng, Shuimu, Xue, Yuanliang, Li, Ning, Song, Shuxiang","Y Zheng, Q Liang, B Zhong, S Zeng…",page-meta,Boosting Self-Supervised Tracking with Contextual Prompts and Noise Learning,1.000,2026,"Proceedings of the …, 2026",https://openaccess.thecvf.com/content/CVPR2026/html/Zheng_Boosting_Self-Supervised_Tracking_with_Contextual_Prompts_and_Noise_Learning_CVPR_2026_paper.html,"Learning robust contextual knowledge from unlabeled videos is essential for advancing self-supervised tracking. However, conventional self-supervised trackers lack effective context …",,
Mixcycle: Mixup assisted semi-supervised 3d single object tracking with cycle consistency,"Qiao Wu, Jiaqi Yang, Kun Sun, Chu’ai Zhang, Yanning Zhang, Mathieu Salzmann","Q Wu, J Yang, K Sun, C Zhang…",crossref,MixCycle: Mixup Assisted Semi-Supervised 3D Single Object Tracking with Cycle Consistency,1.000,2023,"Proceedings of the …, 2023",http://openaccess.thecvf.com/content/ICCV2023/html/Wu_MixCycle_Mixup_Assisted_Semi-Supervised_3D_Single_Object_Tracking_with_Cycle_ICCV_2023_paper.html,"Abstract 3D single object tracking (SOT) is an indispensable part of automated driving. Existing approaches rely heavily on large, densely labeled datasets. However, annotating …",Cited by 13,"https://www.gupiaoq.com/scholar?cites=9683391391040508717&as_sdt=2005&sciodt=0,5&hl=en"
Beyond traditional visual object tracking: a survey,"Omar Abdelaziz, Mohamed Shehata, Mohamed Mohamed","O Abdelaziz, M Shehata, M Mohamed",crossref,Beyond traditional visual object tracking: a survey,1.000,2025,"International Journal of Machine …, 2025",https://link.springer.com/article/10.1007/s13042-024-02345-7,"Single object tracking is a vital task of many applications in critical fields. However, it is still considered one of the most challenging vision tasks. In recent years, computer vision …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=11702916762395106872&as_sdt=2005&sciodt=0,5&hl=en"
Exploiting temporal coherence for self-supervised visual tracking by using vision transformer,"Wenjun Zhu, Zuyi Wang, Li Xu, Jun Meng","W Zhu, Z Wang, L Xu, J Meng",crossref,Exploiting temporal coherence for self-supervised visual tracking by using vision transformer,1.000,2022,"Knowledge-Based Systems, 2022",https://www.sciencedirect.com/science/article/pii/S095070512200661X,Deep learning based fully-supervised visual trackers entail the requirement of large-scale and frame-wise annotation that needs a laborious and tedious data annotation process. To …,Cited by 16,"https://www.gupiaoq.com/scholar?cites=7082749135385434240&as_sdt=2005&sciodt=0,5&hl=en"
Ocean: Object-aware Anchor-free Tracking with Matching-relation Learning,"Weiming Hu, Zhipeng Zhang, Bing Li, Houwen Peng, Stephen Maybank","W Hu, Z Zhang, B Li, H Peng, S Maybank",crossref,Ocean: Object-aware Anchor-free Tracking with Matching-relation Learning,1.000,2026,"Machine Intelligence Research, 2026",https://link.springer.com/article/10.1007/s11633-026-1634-0,Improving the tolerance for accumulated errors in object localization and enhancing the stability for estimating matching relations are key issues in robust Siamese network-based …,,
Unsupervised RGB-T object tracking with attentional multi-modal feature fusion,"Shenglan Li, Rui Yao, Yong Zhou, Hancheng Zhu, Bing Liu, Jiaqi Zhao, Zhiwen Shao","S Li, R Yao, Y Zhou, H Zhu, B Liu, J Zhao…",crossref,Unsupervised RGB-T object tracking with attentional multi-modal feature fusion,1.000,2023,"Multimedia Tools and …, 2023",https://link.springer.com/article/10.1007/s11042-023-14362-9,"RGB-T tracking means that given the object position in the first frame, the tracker is trained to predict the position of the object in consecutive frames by taking full advantage of the …",Cited by 9,"https://www.gupiaoq.com/scholar?cites=4232861614210726831&as_sdt=2005&sciodt=0,5&hl=en"
SiamDF: Tracking training data-free siamese tracker,"Huayue Cai, Long Lan, Jing Zhang, Xiang Zhang, Zhigang Luo","H Cai, L Lan, J Zhang, X Zhang, Z Luo",crossref,SiamDF: Tracking training data-free siamese tracker,1.000,2023,"Neural Networks, 2023",https://www.sciencedirect.com/science/article/pii/S0893608023003222,"Much progress has been made in siamese tracking, primarily benefiting from increasing huge training data. However, very little attention has been really paid to the role of huge …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=3479394087741981794&as_sdt=2005&sciodt=0,5&hl=en"
Consistency-based self-supervised visual tracking by using query-communication transformer,"Wenjun Zhu, Li Xu, Jun Meng","W Zhu, L Xu, J Meng",crossref,Consistency-based self-supervised visual tracking by using query-communication transformer,1.000,2023,"Knowledge-Based Systems, 2023",https://www.sciencedirect.com/science/article/pii/S0950705123005993,Self-supervised learning (SSL) performs remarkably in visual tracking since it enables the extraction of general representations from unlabeled data and alleviates the need for …,Cited by 6,"https://www.gupiaoq.com/scholar?cites=4199008678637912357&as_sdt=2005&sciodt=0,5&hl=en"
Learning tracking representations from single point annotations,"Qiangqiang Wu, Antoni B. Chan","Q Wu, AB Chan",crossref,Learning Tracking Representations from Single Point Annotations,1.000,2024,"Proceedings of the IEEE/CVF Conference …, 2024",https://openaccess.thecvf.com/content/CVPR2024W/L3D-IVU/html/Wu_Learning_Tracking_Representations_from_Single_Point_Annotations_CVPRW_2024_paper.html,Existing deep trackers are typically trained with large-scale video frames with annotated bounding boxes. However these bounding boxes are expensive and time-consuming to …,Cited by 1,"https://www.gupiaoq.com/scholar?cites=10201218092873004659&as_sdt=2005&sciodt=0,5&hl=en"
Negative-driven training pipeline for Siamese visual tracking,"Xin Yang, Chenyang Zhao, Jinqi Yang, Yong Song, Yufei Zhao","X Yang, C Zhao, J Yang, Y Song…",crossref,Negative-Driven Training Pipeline for Siamese Visual Tracking,1.000,2023,"IEEE Transactions on …, 2023",https://ieeexplore.ieee.org/abstract/document/10274849/,"Although Siamese trackers have recently been gradually replaced by complicated and computationally expensive Transformer trackers, they are simpler and more applicable to …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=4941313140523781743&as_sdt=2005&sciodt=0,5&hl=en"
Beyond traditional single object tracking: A survey,"Omar Abdelaziz, Mohamed Shehata, Mohamed Mohamed","O Abdelaziz, M Shehata, M Mohamed",crossref,Beyond traditional visual object tracking: a survey,0.920,2024,"arXiv preprint arXiv:2405.10439, 2024",https://arxiv.org/abs/2405.10439,"Single object tracking is a vital task of many applications in critical fields. However, it is still considered one of the most challenging vision tasks. In recent years, computer vision …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=6442327105084745641&as_sdt=2005&sciodt=0,5&hl=en"
Video object segmentation by multi-scale attention using bidirectional strategy,"Jingxin Wang, Yunfeng Zhang, Fangxun Bao, Yuetong Liu, Qiuyue Zhang, Caiming Zhang","J Wang, Y Zhang, F Bao, Y Liu, Q Zhang…",crossref,Video object segmentation by multi-scale attention using bidirectional strategy,1.000,2024,"Image and Vision …, 2024",https://www.sciencedirect.com/science/article/pii/S0262885624002403,"This paper focuses on semi-supervised video object segmentation (VOS). Recently, several Space‐Time Memory based networks have effectively improved the performance of VOS …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=11478730289832623685&as_sdt=2005&sciodt=0,5&hl=en"
Online intervention siamese tracking,"Huayue Cai, Long Lan, Jing Zhang, Xiang Zhang, Changcheng Xiao, Zhigang Luo","H Cai, L Lan, J Zhang, X Zhang, C Xiao, Z Luo",crossref,Online intervention siamese tracking,1.000,2023,"Information Sciences, 2023",https://www.sciencedirect.com/science/article/pii/S0020025523005236,"Online target update excels in helping a visual tracking algorithm adapt to variations in target appearance during inference, and thus is preferred by recent advances. However, this …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=18237586455234130864&as_sdt=2005&sciodt=0,5&hl=en"
Spatio-temporal consistency for semi-supervised learning using 3D radar cubes,"Wei-Yu Lee, Martin Dimitrievski, Ljubomir Jovanov, Wilfried Philips","WY Lee, M Dimitrievski, L Jovanov…",crossref,Spatio-Temporal Consistency for Semi-supervised Learning Using 3D Radar Cubes,1.000,2021,"2021 IEEE Intelligent …, 2021",https://ieeexplore.ieee.org/abstract/document/9575247/,"Radar has been employed as a key component of perception modules for more than two decades. However, radar image labeling requires expert knowledge. At the same time, it is …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=9022752420201496386&as_sdt=2005&sciodt=0,5&hl=en"
Self-supervised RGB-T tracking with cross-input consistency,"Xingchen Zhang, Yiannis Demiris","X Zhang, Y Demiris",page-meta,Self-Supervised RGB-T Tracking with Cross-Input Consistency,1.000,2023,"arXiv preprint arXiv:2301.11274, 2023",https://arxiv.org/abs/2301.11274,"In this paper, we propose a self-supervised RGB-T tracking method. Different from existing deep RGB-T trackers that use a large number of annotated RGB-T image pairs for training …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=4467092101301203327&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] DLUT: Decoupled Learning-Based Unsupervised Tracker,"Zhengjun Xu, Detian Huang, Xiaoqian Huang, Jiaxun Song, Hang Liu","Z Xu, D Huang, X Huang, J Song, H Liu",crossref,DLUT: Decoupled Learning-Based Unsupervised Tracker,0.952,2023,"Sensors, 2023",https://www.mdpi.com/1424-8220/24/1/83,"Unsupervised learning has shown immense potential in object tracking, where accurate classification and regression are crucial for unsupervised trackers. However, the …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=6683660458888864729&as_sdt=2005&sciodt=0,5&hl=en"
Method and apparatus with object tracking,"D Lee, LEE Seohyung, P Changbeom, BI Yoo…",,,,,2025,"US Patent …, 2025",https://patents.google.com/patent/US12423832B2/en,"A processor-implemented method with object tracking includes: performing, using a first template, forward object tracking on first image frames in a first sequence group; determining …",Cited by 1,"https://www.gupiaoq.com/scholar?cites=15731584783410843402&as_sdt=2005&sciodt=0,5&hl=en"
Utilizing Video Colorization as a Self-Supervised Auxiliary Task for Object Tracking,E Fırat,,,,,2021,2021,https://search.proquest.com/openview/54b16f9a6075ced7baf757d6ccdc0b16/1?pq-origsite=gscholar&cbl=2026366&diss=y,"In this thesis work, we studied combining an object tracker, which uses siamese networks, with another model that is trained by using the self-supervised learning paradigm. We define …",,
