title,authors,authors_original,authors_source,authors_metadata_title,authors_match_score,year,venue,link,snippet,cited_by_text,cited_by_url
Corn: Contact-based object representation for nonprehensile manipulation of general unseen objects,"Yoonyoung Cho, Junhyek Han, Yoontae Cho, Beomjoon Kim","Y Cho, J Han, Y Cho, B Kim",openalex,CORN: Contact-based Object Representation for Nonprehensile Manipulation of General Unseen Objects,1.000,2024,"arXiv preprint arXiv:2403.10760, 2024",https://arxiv.org/abs/2403.10760,"Nonprehensile manipulation is essential for manipulating objects that are too thin, large, or otherwise ungraspable in the wild. To sidestep the difficulty of contact modeling in …",Cited by 26,"https://www.gupiaoq.com/scholar?cites=11036191559004000508&as_sdt=2005&sciodt=0,5&hl=en"
Pre-and post-contact policy decomposition for non-prehensile manipulation with zero-shot sim-to-real transfer,"Minchan Kim, Junhyek Han, Jae‐Hyung Kim, Beomjoon Kim","M Kim, J Han, J Kim, B Kim",openalex,Pre-and Post-Contact Policy Decomposition for Non-Prehensile Manipulation with Zero-Shot Sim-To-Real Transfer,1.000,2023,"2023 IEEE/RSJ international …, 2023",https://ieeexplore.ieee.org/abstract/document/10341657/,We present a system for non-prehensile manipulation that require a significant number of contact mode transitions and the use of environmental contacts to successfully manipulate …,Cited by 21,"https://www.gupiaoq.com/scholar?cites=11209113978018035948&as_sdt=2005&sciodt=0,5&hl=en"
Deep learning for embodied vision navigation: A survey,"Fengda Zhu, Yi Zhu, Lee, Vincent CS, Xiaodan Liang, Xiaojun Chang","F Zhu, Y Zhu, V Lee, X Liang, X Chang",openalex,Deep Learning for Embodied Vision Navigation: A Survey,1.000,2021,"arXiv preprint arXiv:2108.04097, 2021",https://arxiv.org/abs/2108.04097,""" Embodied visual navigation"" problem requires an agent to navigate in a 3D environment mainly rely on its first-person observation. This problem has attracted rising attention in …",Cited by 40,"https://www.gupiaoq.com/scholar?cites=14832686780461608702&as_sdt=2005&sciodt=0,5&hl=en"
AWDepth: Monocular depth estimation for adverse weather via masked encoding,"Meng Wang, Yunchuan Qin, Ruihui Li, Zhizhong Liu, Zhuo Tang, Kenli Li","M Wang, Y Qin, R Li, Z Liu, Z Tang…",openalex,AWDepth: Monocular Depth Estimation for Adverse Weather via Masked Encoding,1.000,2024,"IEEE Transactions on …, 2024",https://ieeexplore.ieee.org/abstract/document/10535040/,"Monocular depth estimation has made considerable advances under clear weather conditions. However, how to learn accurate scene depth under rain and fog conditions and …",Cited by 12,"https://www.gupiaoq.com/scholar?cites=11165465151367483015&as_sdt=2005&sciodt=0,5&hl=en"
Se (2)-equivariant pushing dynamics models for tabletop object manipulations,"Seungyeon Kim, Byeongdo Lim, Yonghyeon Lee, Frank C. Park","S Kim, B Lim, Y Lee, FC Park",page-meta,SE(2)-Equivariant Pushing Dynamics Models for Tabletop Object Manipulations,1.000,2023,"Conference on Robot …, 2023",https://proceedings.mlr.press/v205/kim23b.html,"For tabletop object manipulation tasks, learning an accurate pushing dynamics model, which predicts the objects' motions when a robot pushes an object, is very important. In this …",Cited by 25,"https://www.gupiaoq.com/scholar?cites=5813255828595310736&as_sdt=2005&sciodt=0,5&hl=en"
Scene mover: Automatic move planning for scene arrangement by deep reinforcement learning,"H Wang, W Liang, LF Yu",,,,,2020,"ACM Transactions on Graphics (TOG), 2020",https://dl.acm.org/doi/abs/10.1145/3414685.3417788,"We propose a novel approach for automatically generating a move plan for scene arrangement. 1 Given a scene like an apartment with many furniture objects, to transform its …",Cited by 43,"https://www.gupiaoq.com/scholar?cites=7428489131272055096&as_sdt=2005&sciodt=0,5&hl=en"
Learning extrinsic dexterity with parameterized manipulation primitives,"Shih-min Yang, Martin Magnusson, Johannes A. Stork, Todor Stoyanov","SM Yang, M Magnusson, JA Stork…",openalex,Learning Extrinsic Dexterity with Parameterized Manipulation Primitives,1.000,2024,"… on Robotics and …, 2024",https://ieeexplore.ieee.org/abstract/document/10611431/,"Many practically relevant robot grasping problems feature a target object for which all grasps are occluded, eg, by the environment. Single-shot grasp planning invariably fails in such …",Cited by 17,"https://www.gupiaoq.com/scholar?cites=3669436713599171557&as_sdt=2005&sciodt=0,5&hl=en"
Efficient pneumatic actuation modeling using hybrid physics-based and data-driven framework,"Zhizhou Zhang, Zeqing Jin, Grace X. Gu","Z Zhang, Z Jin, GX Gu",openalex,Efficient pneumatic actuation modeling using hybrid physics-based and data-driven framework,1.000,2022,"Cell Reports Physical Science, 2022",https://www.cell.com/cell-reports-physical-science/fulltext/S2666-3864(22)00116-3,"Soft robotics, characterized by structural compliance, offers advantages when handling fragile objects and interacting with humans. Modeling the mechanical behavior of soft …",Cited by 25,"https://www.gupiaoq.com/scholar?cites=1465667076618943595&as_sdt=2005&sciodt=0,5&hl=en"
Pushing everything everywhere all at once: Probabilistic prehensile pushing,"Patrizio Perugini, Jens Lundell, Katharina Friedl, Danica Kragić","P Perugini, J Lundell, K Friedl…",openalex,Pushing Everything Everywhere All at Once: Probabilistic Prehensile Pushing,1.000,2025,"IEEE Robotics and …, 2025",https://ieeexplore.ieee.org/abstract/document/10930575/,"We address prehensile pushing, the problem of manipulating a grasped object by pushing against the environment. Our solution is an efficient nonlinear trajectory optimization …",Cited by 3,"https://www.gupiaoq.com/scholar?cites=3748631237585442459&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] Pick and place objects in a cluttered scene using deep reinforcement learning,"MQ Mohammed, KL Chung…",,,,,2020,"Int. J. Mech. Mechatron …, 2020",https://www.researchgate.net/profile/Marwan-Mohammed-6/publication/344280786_Pick_and_Place_Objects_in_a_Cluttered_Scene_Using_Deep_Reinforcement_Learning/links/5f6308954585154dbbd74d8d/Pick-and-Place-Objects-in-a-Cluttered-Scene-Using-Deep-Reinforcement-Learning.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,This paper presents a robotic grasp-to-place system that has the capability of grasping objects in sparse and cluttered environments. The key feature of the system is that it handles …,Cited by 33,"https://www.gupiaoq.com/scholar?cites=4543609076412100908&as_sdt=2005&sciodt=0,5&hl=en"
Combining reinforcement learning and rule-based method to manipulate objects in clutter,"Yiwen Chen, Zhaojie Ju, Chenguang Yang","Y Chen, Z Ju, C Yang",openalex,Combining Reinforcement Learning and Rule-based Method to Manipulate Objects in Clutter,1.000,2020,"2020 International Joint Conference on …, 2020",https://ieeexplore.ieee.org/abstract/document/9207153/,Picking up the clustered objects is always a challenging task in robot research field. And reinforcement learning enables robot to adapt to different tasks through plenty of attempts …,Cited by 31,"https://www.gupiaoq.com/scholar?cites=5459317383523537419&as_sdt=2005&sciodt=0,5&hl=en"
Stereo matching by self-supervision of multiscopic vision,"Weihao Yuan, Yazhan Zhang, Bingkun Wu, Siyu Zhu, Ping Tan, Michael Yu Wang, Qifeng Chen","W Yuan, Y Zhang, B Wu, S Zhu, P Tan…",openalex,Stereo Matching by Self-supervision of Multiscopic Vision,1.000,2021,"2021 IEEE/RSJ …, 2021",https://ieeexplore.ieee.org/abstract/document/9636616/,"Self-supervised learning for depth estimation possesses several advantages over supervised learning. The benefits of no need for ground-truth depth, online fine-tuning, and …",Cited by 26,"https://www.gupiaoq.com/scholar?cites=3162118693286257716&as_sdt=2005&sciodt=0,5&hl=en"
Rearrangement-based manipulation via kinodynamic planning and dynamic planning horizons,"Kejia Ren, Lydia E. Kavraki, Kaiyu Hang","K Ren, LE Kavraki, K Hang",openalex,Rearrangement-Based Manipulation via Kinodynamic Planning and Dynamic Planning Horizons,1.000,2022,"2022 IEEE/RSJ International …, 2022",https://ieeexplore.ieee.org/abstract/document/9981599/,Robot manipulation in cluttered environments of-ten requires complex and sequential rearrangement of multiple objects in order to achieve the desired reconfiguration of the …,Cited by 17,"https://www.gupiaoq.com/scholar?cites=6680974952910189450&as_sdt=2005&sciodt=0,5&hl=en"
Hierarchical and Modular Network on Non-prehensile Manipulation in General Environments,"Yoonyoung Cho, Junhyek Han, Jisu Han, Beomjoon Kim","Y Cho, J Han, J Han, B Kim",openalex,Hierarchical and Modular Network on Non-prehensile Manipulation in General Environments,1.000,2025,"arXiv preprint arXiv:2502.20843, 2025",https://arxiv.org/abs/2502.20843,"For robots to operate in general environments like households, they must be able to perform non-prehensile manipulation actions such as toppling and rolling to manipulate …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=14518678080382961701&as_sdt=2005&sciodt=0,5&hl=en"
Learning strategies for underwater robot autonomous manipulation control,"Hai Huang, Tao Jiang, Zongyu Zhang, Yize Sun, Hongde Qin, Xinyang Li, Xu Yang","H Huang, T Jiang, Z Zhang, Y Sun, H Qin, X Li…",crossref,Learning strategies for underwater robot autonomous manipulation control,1.000,2024,"Journal of the Franklin …, 2024",https://www.sciencedirect.com/science/article/pii/S0016003224001947,"Autonomous manipulation operations represent the high intelligent coordination from robotic vision and control, it is also a symbol of the advances of robotic intelligence. The limitations …",Cited by 7,"https://www.gupiaoq.com/scholar?cites=8215496891656920252&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] Hierarchical policy with deep-reinforcement learning for nonprehensile multiobject rearrangement,"Fan Bai, Fei Meng, Jianbang Liu, Jiankun Wang, Max Q.-H. Meng","F Bai, F Meng, J Liu, J Wang, MQH Meng",crossref,Hierarchical policy with deep-reinforcement learning for nonprehensile multiobject rearrangement,0.975,2022,"Biomimetic Intelligence and …, 2022",https://www.sciencedirect.com/science/article/pii/S2667379722000134,Nonprehensile multiobject rearrangement is the robotic task of planning feasible paths and transferring multiple objects to their predefined target poses without grasping. It must …,Cited by 15,"https://www.gupiaoq.com/scholar?cites=4766117182601846618&as_sdt=2005&sciodt=0,5&hl=en"
Effectively rearranging heterogeneous objects on cluttered tabletops,"Kai Gao, Justin Yu, Tanay Sandeep Punjabi, Jingjin Yu","K Gao, J Yu, TS Punjabi, J Yu",openalex,Effectively Rearranging Heterogeneous Objects on Cluttered Tabletops,1.000,2023,"2023 IEEE/RSJ International …, 2023",https://ieeexplore.ieee.org/abstract/document/10342164/,Effectively rearranging heterogeneous objects constitutes a high-utility skill that an intelligent robot should master. Whereas significant work has been devoted to the grasp synthesis of …,Cited by 8,"https://www.gupiaoq.com/scholar?cites=7521010310874475502&as_sdt=2005&sciodt=0,5&hl=en"
Learning physics-based manipulation in clutter: Combining image-based generalization and look-ahead planning,"Wissam Bejjani, Mehmet R. Doğar, Matteo Leonetti","W Bejjani, MR Dogar, M Leonetti",openalex,Learning Physics-Based Manipulation in Clutter: Combining Image-Based Generalization and Look-Ahead Planning,1.000,2019,"2019 IEEE/RSJ International …, 2019",https://ieeexplore.ieee.org/abstract/document/8967717/,"Physics-based manipulation in clutter involves complex interaction between multiple objects. In this paper, we consider the problem of learning, from interaction in a physics …",Cited by 29,"https://www.gupiaoq.com/scholar?cites=16237881223782730962&as_sdt=2005&sciodt=0,5&hl=en"
Object-centric kinodynamic planning for nonprehensile robot rearrangement manipulation,"Kejia Ren, Gaotian Wang, Andrew S. Morgan, Lydia E. Kavraki, Kaiyu Hang","K Ren, G Wang, AS Morgan…",openalex,Object-Centric Kinodynamic Planning for Nonprehensile Robot Rearrangement Manipulation,1.000,2025,"IEEE Transactions on …, 2025",https://ieeexplore.ieee.org/abstract/document/11176447/,"Nonprehensile actions, such as pushing, are crucial for addressing multiobject rearrangement problems. Many traditional methods generate robot-centric actions, which …",Cited by 4,"https://www.gupiaoq.com/scholar?cites=8167419752876348279&as_sdt=2005&sciodt=0,5&hl=en"
Learning image-based receding horizon planning for manipulation in clutter,"Wissam Bejjani, Matteo Leonetti, Mehmet R. Doğar","W Bejjani, M Leonetti, MR Dogar",openalex,Learning image-based Receding Horizon Planning for manipulation in clutter,1.000,2021,"Robotics and Autonomous Systems, 2021",https://www.sciencedirect.com/science/article/pii/S0921889021000154,The manipulation of an object into a desired location in a cluttered and restricted environment requires reasoning over the long-term consequences of an action while …,Cited by 20,"https://www.gupiaoq.com/scholar?cites=17042373608459690101&as_sdt=2005&sciodt=0,5&hl=en"
Robotic test tube rearrangement using combined reinforcement learning and motion planning in a closed loop,"Hao Chen, Yu Tang, Weiwei Wan, Masaki Matsushita, Jun Takahashi, Takeyuki Kotaka, Kensuke Harada","H Chen, Y Tang, W Wan, M Matsushita…",openalex,Robotic test tube rearrangement using combined reinforcement learning and motion planning in a closed loop,1.000,2026,"… Journal of Robotics …, 2026",https://journals.sagepub.com/doi/abs/10.1177/02783649261430363,A combined reinforcement learning (RL) and motion planning framework is proposed in this paper to address a multi-class in-rack test tube rearrangement problem. The RL works at the …,,
ORLA*: Mobile Manipulator-Based Object Rearrangement with Lazy A,"Kai Gao, Zhaxizhuoma, Yan Ding, Shiqi Zhang, Jingjin Yu","K Gao, Y Ding, S Zhang, J Yu",crossref,ORLA*: Mobile Manipulator-Based Object Rearrangement with Lazy A*,1.000,2025,"2025 IEEE International …, 2025",https://ieeexplore.ieee.org/abstract/document/11127569/,"Effectively performing object rearrangement is an essential skill for mobile manipulators, eg, setting up a dinner table. A key challenge in such problems is deciding an appropriate …",Cited by 7,"https://www.gupiaoq.com/scholar?cites=11979696315686692149&as_sdt=2005&sciodt=0,5&hl=en"
Reducing Sim-to-Real Domain Gaps of Visual Sensors for Learning Environment-Constrained Visuomotor Policy,"Xingshuo Jing, Kun Qian, Boyi Duan","X Jing, K Qian, B Duan",openalex,Reducing Sim-to-Real Domain Gaps of Visual Sensors for Learning Environment-Constrained Visuomotor Policy,1.000,2024,"IEEE Sensors Journal, 2024",https://ieeexplore.ieee.org/abstract/document/10819331/,"Simulation engines enable safe training of robotic skills, but domain gaps between simulated and real sensors hinder deployment. However, existing pixel-level adaptation …",Cited by 2,"https://www.gupiaoq.com/scholar?cites=11773258780148635646&as_sdt=2005&sciodt=0,5&hl=en"
Uno push: Unified nonprehensile object pushing via non-parametric estimation and model predictive control,"Gaotian Wang, Kejia Ren, Kaiyu Hang","G Wang, K Ren, K Hang",openalex,UNO Push: Unified Nonprehensile Object Pushing via Non-Parametric Estimation and Model Predictive Control,1.000,2024,"2024 IEEE/RSJ International …, 2024",https://ieeexplore.ieee.org/abstract/document/10802843/,"Nonprehensile manipulation through precise pushing is an essential skill that has been commonly challenged by perception and physical uncertainties, such as those associated …",Cited by 5,"https://www.gupiaoq.com/scholar?cites=5172533266425258459&as_sdt=2005&sciodt=0,5&hl=en"
To ask for help or not to ask: A predictive approach to human-in-the-loop motion planning for robot manipulation tasks,"Rafael Papallas, Mehmet R. Doğar","R Papallas, MR Dogar",openalex,To ask for help or not to ask: A predictive approach to human-in-the-loop motion planning for robot manipulation tasks,1.000,2022,"2022 IEEE/RSJ International …, 2022",https://ieeexplore.ieee.org/abstract/document/9981679/,"We present a predictive system for non-prehensile, physics-based motion planning in clutter with a human-in-the-loop. Recent shared-autonomous systems present motion planning …",Cited by 14,"https://www.gupiaoq.com/scholar?cites=5037524051520701752&as_sdt=2005&sciodt=0,5&hl=en"
Gentle Object Retraction in Dense Clutter Using Multimodal Force Sensing and Imitation Learning,"Dane Brouwer, Joshua Citron, Heather Nolte, Jeannette Bohg, Mark R. Cutkosky","D Brouwer, J Citron, H Nolte, J Bohg…",openalex,Gentle Object Retraction in Dense Clutter Using Multimodal Force Sensing and Imitation Learning,1.000,2025,"IEEE Robotics and …, 2025",https://ieeexplore.ieee.org/abstract/document/11297797/,Dense collections of movable objects are common in everyday spaces—from cabinets in a home to shelves in a warehouse. Safely retracting objects from such collections is difficult for …,,
Multi-stage monte carlo tree search for non-monotone object rearrangement planning in narrow confined environments,"Hanwen Ren, Ahmed H. Qureshi","H Ren, AH Qureshi",openalex,Multi-Stage Monte Carlo Tree Search for Non-Monotone Object Rearrangement Planning in Narrow Confined Environments,1.000,2024,"… on Intelligent Robots and Systems (IROS), 2024",https://ieeexplore.ieee.org/abstract/document/10801607/,Non-monotone object rearrangement planning in confined spaces such as cabinets and shelves is a widely occurring but challenging problem in robotics. Both the robot motion and …,Cited by 7,"https://www.gupiaoq.com/scholar?cites=5186969018672772715&as_sdt=2005&sciodt=0,5&hl=en"
Online replanning with human-in-the-loop for non-prehensile manipulation in clutter—a trajectory optimization based approach,"Rafael Papallas, Anthony G. Cohn, Mehmet R. Doğar","R Papallas, AG Cohn, MR Dogar",openalex,Online Replanning With Human-in-the-Loop for Non-Prehensile Manipulation in Clutter — A Trajectory Optimization Based Approach,1.000,2020,"IEEE Robotics and …, 2020",https://ieeexplore.ieee.org/abstract/document/9131745/,"We are interested in the problem where a number of robots, in parallel, are trying to solve reaching through clutter problems in a simulated warehouse setting. In such a setting, we …",Cited by 20,"https://www.gupiaoq.com/scholar?cites=9987582561329577511&as_sdt=2005&sciodt=0,5&hl=en"
Robotic test tube rearrangement using combined reinforcement learning and motion planning,"Hao Chen, Weiwei Wan, Masaki Matsushita, Takeyuki Kotaka, Kensuke Harada","H Chen, W Wan, M Matsushita, T Kotaka…",openalex,Robotic Test Tube Rearrangement Using Combined Reinforcement Learning and Motion Planning,1.000,2024,"arXiv preprint arXiv …, 2024",https://arxiv.org/abs/2401.09772,A combined task-level reinforcement learning and motion planning framework is proposed in this paper to address a multi-class in-rack test tube rearrangement problem. At the task …,Cited by 4,"https://www.gupiaoq.com/scholar?cites=13792394689830823799&as_sdt=2005&sciodt=0,5&hl=en"
Mpr-rl: Multi-prior regularized reinforcement learning for knowledge transfer,"Quantao Yang, Johannes A. Stork, Todor Stoyanov","Q Yang, JA Stork, T Stoyanov",openalex,MPR-RL: Multi-Prior Regularized Reinforcement Learning for Knowledge Transfer,1.000,2022,"IEEE Robotics and Automation …, 2022",https://ieeexplore.ieee.org/abstract/document/9803274/,"In manufacturing, assembly tasks have been a challenge for learning algorithms due to variant dynamics of different environments. Reinforcement learning (RL) is a promising …",Cited by 10,"https://www.gupiaoq.com/scholar?cites=9163542561991441433&as_sdt=2005&sciodt=0,5&hl=en"
Emerging Extrinsic Dexterity in Cluttered Scenes via Dynamics-aware Policy Learning,"Yixin Zheng, Jiangran Lyu, Yifan Zhang, Jiayi Chen, Mi Yan, Yuntian Deng, Xuesong Shi, Xiaoguang Zhao, Yizhou Wang, Zhizheng Zhang, He Wang","Y Zheng, J Lyu, Y Zhang, J Chen, M Yan…",openalex,Emerging Extrinsic Dexterity in Cluttered Scenes via Dynamics-aware Policy Learning,1.000,2026,"arXiv preprint arXiv …, 2026",https://arxiv.org/abs/2603.09882,"Extrinsic dexterity leverages environmental contact to overcome the limitations of prehensile manipulation. However, achieving such dexterity in cluttered scenes remains challenging …",,
A reinforcement learning method for rearranging scattered irregular objects inside a crate,"Liang Tang, Hao Liu, Huang Huang, Xinru Xie, Nailong Liu, Mou Li","L Tang, H Liu, H Huang, X Xie, N Liu…",openalex,A Reinforcement Learning Method for Rearranging Scattered Irregular Objects Inside a Crate,1.000,2022,"IEEE Transactions on …, 2022",https://ieeexplore.ieee.org/abstract/document/9904530/,"Arranging objects from a random and scattered distribution into an integral part has many applications, including bin packing, logistics, and other industrial fields. Measurement …",Cited by 7,"https://www.gupiaoq.com/scholar?cites=337505436692563724&as_sdt=2005&sciodt=0,5&hl=en"
Kinodynamic rapidly-exploring random forest for rearrangement-based nonprehensile manipulation,"Kejia Ren, Podshara Chanrungmaneekul, Lydia E. Kavraki, Kaiyu Hang","K Ren, P Chanrungmaneekul…",openalex,Kinodynamic Rapidly-exploring Random Forest for Rearrangement-Based Nonprehensile Manipulation,1.000,2023,"… on Robotics and …, 2023",https://ieeexplore.ieee.org/abstract/document/10161560/,Rearrangement-based nonprehensile manipulation still remains as a challenging problem due to the high-dimensional problem space and the complex physical uncertainties it …,Cited by 6,"https://www.gupiaoq.com/scholar?cites=3063479499144105820&as_sdt=2005&sciodt=0,5&hl=en"
Objects relocation in clutter with robot manipulators via tree-based q-learning algorithm: Analysis and experiments,"Giacomo Golluccio, Paolo Di Lillo, Daniele Di Vito, Alessandro Marino, Gianluca Antonelli","G Golluccio, P Di Lillo, D Di Vito, A Marino…",openalex,Objects Relocation in Clutter with Robot Manipulators via Tree-based Q-Learning Algorithm: Analysis and Experiments,1.000,2022,"Journal of Intelligent & …, 2022",https://link.springer.com/article/10.1007/s10846-022-01719-9,"This work addresses the problem of retrieving a target object from cluttered environment using a robot manipulator. In the details, the proposed solution relies on a Task and Motion …",Cited by 6,"https://www.gupiaoq.com/scholar?cites=13554651264192705019&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] Vibrational transportation on a platform subjected to sinusoidal displacement cycles employing dry friction control,"S Kilikevičius, A Fedaravičius",,,,,2021,"Sensors, 2021",https://www.mdpi.com/1424-8220/21/21/7280,"Currently used vibrational transportation methods are usually based on asymmetries of geometric, kinematic, wave, or time types. This paper investigates the vibrational …",Cited by 10,"https://www.gupiaoq.com/scholar?cites=15723063520396094834&as_sdt=2005&sciodt=0,5&hl=en"
